timestamp,vehicle_id,latitude,longitude,speed,bearing,trip_id,route_id
1740436503,2304,33.72182083129883,-84.16647338867188,,332.0,9917686,24483
1740436503,2305,33.739601135253906,-84.21800231933594,4.470399856567383,172.0,9894755,24481
1740436503,2306,33.71710968017578,-84.31046295166016,0.44703999161720276,180.0,9877677,24442
1740436503,2310,33.7960205078125,-84.27783203125,2.2351999282836914,312.0,9885336,24460
1740436503,2312,33.894840240478516,-84.23760986328125,,90.0,9897685,24488
1740436503,2314,33.77376174926758,-84.37064361572266,,270.0,9891937,24474
1740436503,2315,33.769290924072266,-84.22955322265625,,,9892873,24477
1740436503,2316,33.76060104370117,-84.29219818115234,8.940799713134766,336.0,9874824,24433
1740436503,2318,33.75373840332031,-84.39208221435547,,304.0,9875682,24435
1740436503,2319,33.74592971801758,-84.34931945800781,13.411199569702148,180.0,9885069,24459
1740436503,2320,33.71918869018555,-84.15312194824219,17.88159942626953,108.0,9894727,24481
1740436503,2321,33.85963821411133,-84.33917999267578,,180.0,9876173,24437
1740436503,2322,33.7884407043457,-84.1878433227539,,68.0,9917637,24483
1740436503,2323,33.74209976196289,-84.19629669189453,17.88159942626953,180.0,9893933,24479
1740436503,2324,33.77207946777344,-84.2528305053711,,280.0,9917594,24553
1740436503,2327,33.77217102050781,-84.25110626220703,,340.0,9893928,24479
1740436503,2328,33.7242317199707,-84.40779876708984,4.470399856567383,,9891375,24473
1740436503,2329,33.71746826171875,-84.42610931396484,,184.0,9887927,24465
1740436503,2331,33.62466812133789,-84.46695709228516,11.175999641418457,92.0,9890056,24470
1740436503,2332,33.562931060791016,-84.34464263916016,15.646400451660156,12.0,9905211,24514
1740436503,2334,33.6839714050293,-84.50218963623047,11.175999641418457,252.0,9887929,24465
1740436503,2337,33.73814010620117,-84.41092681884766,11.175999641418457,92.0,9891451,24473
1740436503,2339,33.57817077636719,-84.34085083007812,,180.0,9905148,24514
1740436503,2340,33.63515090942383,-84.49900817871094,13.411199569702148,176.0,9888397,24466
1740436503,2345,33.675418853759766,-84.44111633300781,4.470399856567383,272.0,9888351,24466
1740436503,2346,33.73691940307617,-84.39312744140625,,270.0,9880263,24449
1740436503,2348,33.66307830810547,-84.44583129882812,8.940799713134766,16.0,9890130,24470
1740436503,2349,34.03879165649414,-84.30941772460938,,340.0,10008522,24467
1740436503,2350,33.70790100097656,-84.4815902709961,8.940799713134766,352.0,9882799,24455
1740436503,2351,33.80644989013672,-84.39389038085938,,,9893480,24478
1740436503,2352,33.974510192871094,-84.34578704833984,26.822399139404297,204.0,10008642,24469
1740436503,2353,33.65903854370117,-84.5261001586914,15.646400451660156,284.0,9882800,24455
1740436503,2356,33.789188385009766,-84.38736724853516,,4.0,9965741,24693
1740436503,2357,33.82358169555664,-84.369873046875,,264.0,9965677,24692
1740436503,2359,33.75448989868164,-84.48149871826172,,268.0,9883148,24456
1740436503,2360,33.697391510009766,-84.42967224121094,6.705599784851074,188.0,9901993,24504
1740436503,2361,33.8508415222168,-84.36148071289062,8.940799713134766,36.0,9893482,24478
1740436503,2365,33.90201187133789,-84.37877655029297,13.411199569702148,28.0,9965698,24692
1740436503,2367,33.78736877441406,-84.4118423461914,2.2351999282836914,176.0,9873839,24431
1740436503,2369,33.87894821166992,-84.47139739990234,6.705599784851074,148.0,9873883,24431
1740436503,2375,33.78157043457031,-84.38684844970703,0.44703999161720276,352.0,9873886,24431
1740436503,2377,33.84843826293945,-84.37420654296875,4.470399856567383,120.0,9965633,24692
1740436503,2378,33.74055099487305,-84.41397857666016,,,9883147,24456
1740436503,2381,33.94384002685547,-84.35765075683594,11.175999641418457,124.0,10008523,24467
1740436503,2382,33.783939361572266,-84.41214752197266,,56.0,9873885,24431
1740436503,2383,33.970829010009766,-84.35897064208984,8.940799713134766,40.0,10008621,24469
1740436503,2385,33.78887176513672,-84.38623809814453,,28.0,9893479,24478
1740436503,2386,33.961849212646484,-84.36578369140625,6.705599784851074,184.0,10008567,24469
1740436503,2387,33.82963180541992,-84.3874282836914,,225.0,9893540,24478
1740436503,2388,33.771270751953125,-84.385986328125,,148.0,9965931,24695
1740436503,2403,33.82305145263672,-84.36955261230469,,60.0,9878989,24445
1740436503,2406,33.86458969116211,-84.30435943603516,13.411199569702148,44.0,9878922,24445
1740436503,2407,33.9022216796875,-84.28012084960938,,240.0,9878921,24445
1740436503,2431,33.82572937011719,-84.36589813232422,4.470399856567383,88.0,9878988,24445
1740436503,2432,33.8614501953125,-84.30818939208984,8.940799713134766,224.0,9878920,24445
1740436503,2434,33.831321716308594,-84.3427963256836,13.411199569702148,224.0,9878919,24445
1740436503,3502,33.67761993408203,-84.44032287597656,,225.0,9902709,24506
1740436503,3504,33.67559051513672,-84.44458770751953,,270.0,9888352,24466
1740436503,3511,33.567230224609375,-84.5807876586914,8.940799713134766,56.0,9902668,24506
1740436503,3513,33.554378509521484,-84.3637924194336,,172.0,9906376,24518
1740436503,3517,33.709861755371094,-84.44866943359375,15.646400451660156,60.0,9887849,24465
1740436503,3518,33.73674011230469,-84.39350128173828,2.2351999282836914,92.0,9880329,24449
1740436503,3520,33.51744079589844,-84.66976928710938,,212.0,9902291,24505
1740436503,3523,33.570220947265625,-84.55130767822266,17.88159942626953,264.0,9902706,24506
1740436503,3531,33.67856979370117,-84.43997192382812,,45.0,9886010,24461
1740436503,3532,33.6815299987793,-84.40776824951172,,180.0,9891418,24473
1740436503,3533,33.66326904296875,-84.38577270507812,0.44703999161720276,276.0,9881657,24452
1740436503,3534,33.725040435791016,-84.38854217529297,4.470399856567383,268.0,9881665,24452
1740436503,3536,33.65816116333008,-84.40818786621094,11.175999641418457,304.0,9905195,24514
1740436503,3538,33.651241302490234,-84.44847106933594,,8.0,9890122,24470
1740436503,3545,33.66128158569336,-84.41397857666016,6.705599784851074,124.0,9905170,24514
1740436503,3546,33.65314865112305,-84.44905853271484,6.705599784851074,4.0,10106650,24464
1740436503,3547,33.75397872924805,-84.39124298095703,,124.0,9880309,24449
1740436503,3549,33.6505012512207,-84.49005126953125,4.470399856567383,316.0,9887007,24464
1740436503,3552,33.72499084472656,-84.38848114013672,,92.0,9881712,24452
1740436503,3554,33.75419998168945,-84.3922119140625,,304.0,9881666,24452
1740436503,3555,33.59292984008789,-84.54924774169922,15.646400451660156,168.0,9902300,24505
1740436503,3556,33.63425827026367,-84.5315933227539,13.411199569702148,44.0,9887050,24464
1740436503,3558,33.62220001220703,-84.47441101074219,,176.0,9904381,24511
